file,Red,Green,Blue,NIR,RedEdge,DeepBlue,field,range,row,PC1,PC2,PC3,plantDensity,combineYield,yieldPerAcre,totalStandCount,daysToAnthesis,GDDToAnthesis,daysToSilk,GDDToSilk,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,percentLodging,flagLeafHeight
Crawfordsville-TP2-4352_5_7.TIF,368.1471861471861,500.45454545454544,369.6926406926407,4027.3852813852814,1769.926406926407,353.86580086580085,Crawfordsville-TP2-4352,5,7,0.04444088594671744,0.0012612717808216632,0.03513236458410339,29500.0,18.23,160.33,59.0,,,,,,,,,,,0.0,235.0
Crawfordsville-TP2-4353_14_44.TIF,310.98809523809524,460.5357142857143,337.24603174603175,3801.7976190476193,1641.7698412698412,322.98015873015873,Crawfordsville-TP2-4353,14,44,0.04213350425093648,-0.022380235470814074,-0.028715500805025353,31500.0,19.77,177.0,63.0,,,,,,,,,,,1.59,266.0
Crawfordsville-TP2-4351_7_14.TIF,356.6818181818182,486.41735537190084,373.55785123966945,4096.780991735537,1761.7768595041323,359.41322314049586,Crawfordsville-TP2-4351,7,14,0.04526314410978163,-0.04176650604214894,0.007059009577497936,32000.0,16.19,148.69,64.0,,,,,,,,,,,23.44,241.0
Crawfordsville-TP2-4352_6_4.TIF,328.7613636363636,444.04545454545456,322.97727272727275,3513.439393939394,1553.5227272727273,305.82954545454544,Crawfordsville-TP2-4352,6,4,0.03874994824076003,0.013267125264515586,0.06040646918303011,35000.0,16.69,154.52,70.0,,,,,,,,,,,11.43,236.0
Crawfordsville-TP2-4352_5_6.TIF,425.42424242424244,585.0735930735931,410.68831168831167,4620.627705627706,2039.155844155844,374.17316017316017,Crawfordsville-TP2-4352,5,6,0.05112321277436016,0.03065986747392761,0.1551458567605593,31500.0,13.39,126.22,63.0,,,,,,,,,,,6.35,254.0
Crawfordsville-TP2-4352_15_8.TIF,306.012987012987,458.9047619047619,335.0692640692641,3870.277056277056,1709.1818181818182,325.05194805194805,Crawfordsville-TP2-4352,15,8,0.043084921901111184,0.021262753116571578,-0.11104789385109894,28500.0,17.66,158.48,57.0,,,,,,,,,,,0.0,208.0
Crawfordsville-TP2-4353_17_44.TIF,381.1904761904762,544.1212121212121,393.64069264069263,4500.8441558441555,1971.978354978355,377.46320346320346,Crawfordsville-TP2-4353,17,44,0.04993714953100144,0.00772895240266477,-0.008662613116885284,35000.0,17.33,157.34,70.0,,,,,,,,,,,35.71,249.0
Crawfordsville-TP2-4352_22_4.TIF,349.6666666666667,501.54978354978357,355.06060606060606,3906.04329004329,1792.04329004329,342.0735930735931,Crawfordsville-TP2-4352,22,4,0.043262024370639,0.08615658233363217,-0.07428016282611882,27000.0,17.0,156.13,54.0,,,,,,,,,,,14.81,189.0
Crawfordsville-TP2-4353_13_44.TIF,316.81439393939394,447.3863636363636,324.1515151515151,3610.1439393939395,1579.1401515151515,299.2689393939394,Crawfordsville-TP2-4353,13,44,0.039960272994725994,0.003678876684517042,0.05283419570203621,32000.0,16.44,144.59,64.0,,,,,,,,,,,1.56,239.0
Crawfordsville-TP2-4351_19_18.TIF,318.03409090909093,431.1780303030303,315.2878787878788,3582.8598484848485,1544.810606060606,297.4886363636364,Crawfordsville-TP2-4351,19,18,0.03965514841729392,-0.02038905756947157,0.08546625182779378,31500.0,19.36,178.01,63.0,,,,,,,,,,,15.87,239.0
Crawfordsville-TP2-4352_9_4.TIF,292.95454545454544,417.37603305785126,313.1322314049587,3565.285123966942,1523.5123966942149,313.57851239669424,Crawfordsville-TP2-4352,9,4,0.03948827479763306,-0.044153210837294905,-0.045503215822270064,29500.0,15.69,145.09,59.0,,,,,,,,,,,0.0,239.0
Crawfordsville-TP2-4353_34_45.TIF,327.57954545454544,457.7462121212121,336.3863636363636,3462.943181818182,1569.1022727272727,315.155303030303,Crawfordsville-TP2-4353,34,45,0.03809180687613325,0.044544576607624814,-0.012156190494801477,28500.0,17.68,160.15,57.0,,,,,,,,,,,0.0,212.0
Crawfordsville-TP2-4353_21_43.TIF,306.98015873015873,447.3174603174603,319.5436507936508,3531.5476190476193,1581.75,308.8690476190476,Crawfordsville-TP2-4353,21,43,0.03908712408692946,0.03639703529119658,-0.0516433815472726,34500.0,18.94,170.17,69.0,,,,,,,,,,,0.0,244.0
Crawfordsville-TP2-4351_8_14.TIF,357.86147186147184,506.53679653679654,378.1904761904762,4331.30303030303,1859.6580086580086,360.34632034632034,Crawfordsville-TP2-4351,8,14,0.04806773969148623,-0.03389450299643345,0.005122100389172012,30000.0,18.37,164.27,60.0,,,,,,,,,,,1.67,251.0
Crawfordsville-TP2-4351_7_15.TIF,242.14772727272728,358.3181818181818,281.32575757575756,3387.594696969697,1395.1628787878788,275.5984848484849,Crawfordsville-TP2-4351,7,15,0.03778393007093331,-0.08716944197354363,-0.05822504393205338,,,,,,,,,,,,,,,,
Crawfordsville-TP2-4351_11_19.TIF,296.2537878787879,420.14772727272725,309.3030303030303,3606.125,1546.9772727272727,304.155303030303,Crawfordsville-TP2-4351,11,19,0.040032405068448226,-0.030131420688560707,-0.011920388397990566,28000.0,18.02,163.8,56.0,,,,,,,,,,,0.0,237.0
Crawfordsville-TP2-4353_23_43.TIF,320.0984848484849,451.1780303030303,325.77272727272725,3525.367424242424,1586.3636363636363,312.61742424242425,Crawfordsville-TP2-4353,23,43,0.03893357885861185,0.04065699676861288,-0.025145180850599136,28000.0,19.49,175.93,56.0,,,,,,,,,,,1.79,233.0
Crawfordsville-TP2-4351_11_13.TIF,341.9793388429752,497.198347107438,362.8471074380165,4171.628099173554,1812.8264462809918,353.03719008264466,Crawfordsville-TP2-4351,11,13,0.046308776183639336,-0.010496302312963562,-0.04377998592997643,27000.0,20.58,186.2,54.0,,,,,,,,,,,0.0,236.0
Crawfordsville-TP2-4352_6_3.TIF,328.4621212121212,443.9318181818182,327.21590909090907,3667.909090909091,1616.5189393939395,300.1439393939394,Crawfordsville-TP2-4352,6,3,0.040655922393141634,0.017987360616218532,0.06481048973382919,33000.0,20.82,190.78,66.0,,,,,,,,,,,0.0,243.0
